Loan Amount,Funded Amount,Loan Term,Interest Rate,Loan Grade,Loan SubGrade,Employee Title,Employemen Length,Annual Income,Verification Status,Loan Issued Date,Loan Status,Loan Purpose,Title,Address State,Month since last Delinquency,Outstanding Principal,Total Payment,Total Recvd Principal,Total Recvd Interest,Total Recvd Late fees
3950,3950, 36 months,6.03%,A,A1,"Paradigm Works, Inc.",7 years,109000,Source Verified,11-Sep,Fully Paid,renewable_energy,Solar Panel Installation,MA,,0,4008.285629,3950,58.29,0
1800,1800, 36 months,11.99%,B,B5,NTS,2 years,19200,Not Verified,11-Sep,Fully Paid,debt_consolidation,Debt Consolidation,CA,3,0,2167.16457,1800,352.16,15.00000001
6800,6800, 36 months,11.71%,B,B3,United States Air Force,7 years,64000,Source Verified,11-Oct,Fully Paid,debt_consolidation,Credit Card Debt Consolidation,TX,32,0,8096.974146,6800,1296.97,0
6650,6650, 36 months,12.69%,B,B5,JPMorgan Chase,2 years,56000,Source Verified,11-Oct,Fully Paid,credit_card,Credit Card Refinancing,PA,,0,7501.885576,6650,851.89,0
31025,31025, 60 months,22.06%,F,F4,Legal Aid of Western Ohio,3 years,80000,Verified,11-Oct,Fully Paid,debt_consolidation,debt consolidation loan,FL,,0,51475.91132,31025,20450.91,0
1500,1500, 36 months,12.69%,B,B5,supplemental health care,< 1 year,20004,Verified,11-Oct,Fully Paid,other,car work,CA,,0,1793.240906,1500,293.24,0
14000,14000, 36 months,12.69%,B,B5,Arthur J. Gallagher,< 1 year,45000,Source Verified,11-Oct,Fully Paid,debt_consolidation,Ring Fund Jumpstart / Debt Consolidation,SC,,0,16215.34029,14000,2215.34,0
6000,6000, 36 months,7.90%,A,A4,The Vanguard Group,< 1 year,57000,Source Verified,11-Oct,Fully Paid,other,Lending Club Loan,PA,,0,6724.736185,6000,724.74,0
7500,7500, 36 months,6.03%,A,A1,gradea shoprite,10+ years,95000,Verified,11-Oct,Fully Paid,other,Personal Loan,CT,,0,8084.713555,7500,584.71,0
35000,35000, 60 months,11.71%,B,B3,Alameda county fire dept,10+ years,102000,Verified,11-Oct,Fully Paid,credit_card,Credit card refi,CA,,0,46427.29448,35000,11427.29,0
16400,16400, 60 months,22.35%,F,F5,The Paradies Shops,2 years,80000,Verified,11-Oct,Fully Paid,debt_consolidation,Debt consolidation,FL,,0,25509.77493,16400,9109.77,0
16800,16800, 60 months,15.27%,C,C4,Fifth Third Bank,6 years,68500,Verified,11-Oct,Fully Paid,debt_consolidation,Blaine and laura combine,NC,,0,21054.37368,16800,4254.37,0
3700,3700, 36 months,9.91%,B,B1,u.s. security assoiciates inc,9 years,25000,Not Verified,11-Oct,Fully Paid,car,"auto repair, citibank fail",NY,15,0,3730.86,3700,30.86,0
5000,5000, 36 months,6.03%,A,A1,g and s metal,1 year,30000,Not Verified,11-Oct,Fully Paid,debt_consolidation,home loan,OH,,0,5478.387981,5000,478.39,0
3000,3000, 36 months,10.65%,B,B2,First Transit,< 1 year,21000,Verified,11-Sep,Fully Paid,other,Personal Loan,CA,,0,3517.905505,3000,517.91,0
7000,7000, 36 months,7.90%,A,A4,Hys Steak House,10+ years,40000,Verified,11-Oct,Fully Paid,credit_card,discover card ,HI,,0,7876.555627,7000,876.56,0
20000,20000, 60 months,10.65%,B,B2,Oregon Air National Guard,10+ years,68000,Verified,11-Oct,Fully Paid,debt_consolidation,Mine,OR,,0,25190.6,20000,5190.6,0
9600,9600, 36 months,11.71%,B,B3,CCCS of San Francisco,7 years,53000,Not Verified,11-Oct,Fully Paid,credit_card,Credit Card Payoff Loan,CA,,0,11456.53889,9600,1856.54,0
14500,14500, 60 months,17.27%,D,D3,Central National Bank,10+ years,27600,Verified,11-Oct,Fully Paid,credit_card,credit card refinance,OK,,0,21075.09996,14500,6575.1,0
19425,19425, 60 months,13.49%,C,C1,Fresh and Easy,4 years,60000,Verified,11-Oct,Fully Paid,debt_consolidation,Be Done Soon,AZ,,0,25782.54001,19425,6357.54,0
9100,9100, 36 months,6.03%,A,A1,Whirlpool  Corp,10+ years,75000,Verified,11-Oct,Fully Paid,debt_consolidation,debt consolidation,TX,,0,9933.162271,9100,833.16,0
20000,20000, 36 months,10.65%,B,B2,Vitra Inc.,10+ years,95000,Verified,11-Oct,Fully Paid,debt_consolidation,Consolidation,PA,,0,22521.27373,20000,2521.27,0
35000,35000, 36 months,7.90%,A,A4,Mother Industries,2 years,115000,Verified,11-Oct,Fully Paid,credit_card,Consolidated Credit Cards,CT,,0,39425.71654,35000,4425.72,0
21000,21000, 60 months,13.49%,C,C1,Frontier Communications,< 1 year,68000,Verified,11-Oct,Fully Paid,other,Personal Loan,CT,,0,28985.87975,21000,7985.88,0
4500,4500, 36 months,6.03%,A,A1,UTAH COUNTY,4 years,42000,Source Verified,11-Oct,Fully Paid,small_business,Small Business loan,UT,,0,4627.395967,4500,127.4,0
35000,35000, 60 months,20.89%,F,F1,Superfloos Inc.,10+ years,100000,Verified,11-Oct,Fully Paid,credit_card,Credit Card Consolidation Loan,WA,,0,37742.4655,35000,2742.47,0
24250,24250, 60 months,17.58%,D,D4,u.s postal ,10+ years,80000,Verified,11-Oct,Fully Paid,credit_card,American Enterprise,CO,,0,36615.57994,24250,12365.58,0
35000,35000, 60 months,12.42%,B,B4,US NAVY,10+ years,60960.48,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Free ,VA,,0,47198.59014,35000,12198.59,0
35000,35000, 36 months,8.90%,A,A5,Providence Hospital,< 1 year,144000,Verified,11-Oct,Fully Paid,debt_consolidation,MBNA loan consolidationn,MD,,0,40009.00827,35000,5009.01,0
5000,5000, 36 months,7.51%,A,A3,NCR Corp,10+ years,115000,Source Verified,11-Oct,Fully Paid,home_improvement,Home Redecorating,GA,,0,5031.76,5000,31.76,0
10000,10000, 36 months,12.69%,B,B5,Go Figure Inc,6 years,100000,Not Verified,11-Oct,Fully Paid,other,Misc Loan,TX,,0,11102.89287,10000,1102.89,0
25000,25000, 60 months,18.64%,E,E1,Northern Nevada Title,< 1 year,60000,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation,NV,9,0,38502.78,25000,13502.78,0
6000,6000, 36 months,6.03%,A,A1,Hackensack University Medical Center,< 1 year,55000,Source Verified,11-Oct,Fully Paid,credit_card,credit card consolidation,NJ,,0,6574.052163,6000,574.05,0
25000,25000, 60 months,14.27%,C,C2,Shelby County Board of Education,10+ years,103000,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consoldidation,AL,,0,34155.46,25000,9155.46,0
20000,20000, 60 months,14.27%,C,C2,ADP,3 years,85000,Verified,11-Oct,Fully Paid,debt_consolidation,Bye Bye Credit Cards,OH,,0,26806.24536,20000,6806.25,0
10800,10800, 60 months,17.27%,D,D3,,n/a,47689.56,Verified,11-Oct,Fully Paid,home_improvement,metal shingle,NY,9,0,16198.63999,10800,5398.64,0
16000,16000, 36 months,15.96%,C,C5,ExxonMobil Corp.,10+ years,162000,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation Loan,LA,,0,19407.45322,16000,3407.45,0
14000,14000, 36 months,6.03%,A,A1,Maquet,10+ years,75000,Source Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation Loan,NJ,,0,15339.49976,14000,1339.5,0
6500,6500, 36 months,6.62%,A,A2,Shred-it,10+ years,30000,Not Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidat,UT,71,0,7154.31549,6500,654.32,0
10000,10000, 36 months,6.03%,A,A1,"Kearfott Corproation, Motion Systems Div",10+ years,42000,Source Verified,11-Oct,Fully Paid,home_improvement,Home Improvement Loan,NC,,0,10956.77596,10000,956.78,0
2500,2500, 36 months,8.90%,A,A5,aqua condo,3 years,33600,Not Verified,11-Sep,Fully Paid,major_purchase,jet ski,FL,,0,2664.701626,2500,164.7,0
9600,9600, 36 months,12.69%,B,B5,Cognizant Technology Solutions,8 years,75000,Source Verified,11-Oct,Fully Paid,debt_consolidation,Consolidation,AZ,,0,10992.19274,9600,1392.19,0
4000,4000, 36 months,7.90%,A,A4,Harvard University,3 years,30000,Verified,11-Oct,Fully Paid,credit_card,Credit card refinancing loan,MA,,0,4503.310531,4000,503.31,0
21000,21000, 60 months,14.27%,C,C2,"Vangent, Inc.",3 years,140000,Source Verified,11-Oct,Fully Paid,debt_consolidation,Bill payoff,FL,,0,28135.79001,21000,7135.79,0
16000,16000, 60 months,16.77%,D,D2,Sandia National Labs ,7 years,64140,Verified,11-Oct,Fully Paid,debt_consolidation,Debt ,NM,,0,23509.4,16000,7494.4,15
29700,29700, 60 months,23.91%,G,G4,"Kingdon Capital Management, LLC",4 years,175000,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation Loan,NY,47,0,37472.58137,29700,7772.58,0
9000,9000, 36 months,16.77%,D,D2,"Pencor Services, Inc",10+ years,56000,Not Verified,11-Sep,Fully Paid,debt_consolidation,Debt Consolidation Loan,PA,68,0,9601.389437,9000,601.39,0
35000,35000, 60 months,18.25%,D,D5,Genzyme Corporation,1 year,123500,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation Loan,NH,,0,51946.74995,35000,16946.75,0
7200,7200, 36 months,7.51%,A,A3,Nanticoke Memorial Hospital,4 years,105000,Verified,11-Oct,Fully Paid,medical,Help with what insurance will not pay,DE,,0,8056.415977,7200,856.42,0
2500,2500, 36 months,11.71%,B,B3,Accenture,7 years,68000,Source Verified,11-Sep,Fully Paid,home_improvement,Home Improvement Loan,DE,22,0,2976.83683,2500,476.84,0
7000,7000, 36 months,16.29%,D,D1,Calpine,10+ years,80000,Not Verified,11-Sep,Fully Paid,debt_consolidation,Debt consolidation,OK,,0,8315.897557,7000,1315.9,0
15000,15000, 60 months,14.27%,C,C2,"McBee Associates, Inc",4 years,54200,Verified,11-Oct,Fully Paid,wedding,Wedding Reception,MD,,0,15874.98521,15000,874.99,0
7500,7500, 36 months,6.62%,A,A2,McKinney,9 years,140000,Source Verified,11-Oct,Fully Paid,debt_consolidation,Amex Platinum Payoff,NC,,0,8289.976276,7500,789.98,0
30000,30000, 36 months,6.62%,A,A2,Mission Hospital,10+ years,94000,Verified,11-Oct,Fully Paid,home_improvement,home improvement,CA,,0,33159.94213,30000,3159.94,0
3625,3625, 36 months,6.03%,A,A1,Lucile Packard Children's Hospital,3 years,65000,Not Verified,11-Sep,Fully Paid,debt_consolidation,Loan Plan 2011,CA,,0,3733.215243,3625,108.22,0
20000,20000, 36 months,8.90%,A,A5,walmart,4 years,66000,Source Verified,11-Oct,Fully Paid,debt_consolidation,debt free,WA,,0,20835.3217,20000,835.32,0
2250,2250, 36 months,12.69%,B,B5,"Santa Rosa Symphony, Monterey Symphony",5 years,48000,Not Verified,11-Oct,Fully Paid,major_purchase,Deluccia Viola,CA,24,0,2717.105077,2250,467.11,0
12000,12000, 60 months,11.71%,B,B3,Giant Steps,2 years,50000,Not Verified,11-Oct,Fully Paid,home_improvement,New Home Improvements,IL,,0,14699.98321,12000,2699.98,0
11000,11000, 36 months,10.65%,B,B2,Staples inc,10+ years,82500,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation,CA,45,0,12331.19969,11000,1331.2,0
7000,7000, 36 months,13.49%,C,C1,Apollo Group,4 years,55000,Verified,11-Oct,Fully Paid,credit_card,CC Refi,AZ,53,0,7304.005147,7000,304.01,0
15000,15000, 60 months,12.69%,B,B5,Loma Linda University Medical Center,2 years,119496,Source Verified,11-Oct,Fully Paid,medical,Miracle Fund,CA,,0,20249.04001,15000,5249.04,0
15700,15700, 36 months,7.90%,A,A4,South Bay Cable Corp,10+ years,58000,Verified,11-Oct,Fully Paid,credit_card,3 year itch,CA,,0,17685.23808,15700,1985.24,0
10000,10000, 60 months,8.90%,A,A5,Honeywell FM and T,1 year,76728,Verified,11-Oct,Fully Paid,other,Unexpected Expenses/Repairs,MO,,0,12425.89146,10000,2425.89,0
8800,8800, 36 months,12.69%,B,B5,The Children's House Montessori School,3 years,109000,Source Verified,11-Oct,Fully Paid,credit_card,no more cc debt,FL,20,0,10626.96099,8800,1826.96,0
19750,19750, 36 months,7.51%,A,A3,Donells Candies,3 years,38000,Source Verified,11-Oct,Fully Paid,debt_consolidation,My loan,WY,20,0,22119.78038,19750,2369.78,0
11200,11200, 36 months,6.03%,A,A1,South Bay Cable Corp,10+ years,54000,Verified,11-Oct,Fully Paid,credit_card,credit debt consolidation,CA,,0,12271.59981,11200,1071.6,0
15000,15000, 60 months,18.64%,E,E1,TD Bank,3 years,132540,Source Verified,11-Oct,Fully Paid,home_improvement,Home Improvement,VA,,0,21070.19568,15000,6070.2,0
3500,3500, 36 months,6.62%,A,A2,ATI WAH CHANG,10+ years,70254,Not Verified,11-Oct,Fully Paid,other,motorcycle,PA,,0,3857.783202,3500,357.78,0
4000,4000, 36 months,7.90%,A,A4,N & O,4 years,45000,Source Verified,11-Oct,Fully Paid,vacation,vacation,NY,,0,4101.960076,4000,101.96,0
7200,7200, 60 months,12.42%,B,B4,Homeland Secure IT,2 years,36000,Source Verified,11-Sep,Fully Paid,car,Car Loan,SC,,0,7968.594326,7200,768.59,0
35000,35000, 60 months,22.35%,F,F5,Wilcox Medical Hospital,4 years,100000,Verified,11-Oct,Fully Paid,debt_consolidation,Get rid of DEBT!,HI,53,0,48743.11927,35000,13743.12,0
20000,20000, 60 months,13.49%,C,C1,TRX,1 year,140000,Source Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation,SC,,0,25552.03776,20000,5552.04,0
6000,6000, 36 months,13.49%,C,C1,raw hide,< 1 year,30000,Not Verified,11-Sep,Fully Paid,other,bills,KS,17,0,7328.918455,6000,1328.92,0
2500,2500, 36 months,16.29%,D,D1,Palace Station Casino,5 years,45300,Not Verified,11-Sep,Fully Paid,debt_consolidation,Fixing issues,NV,47,0,2658.211917,2500,158.21,0
4400,4400, 36 months,12.42%,B,B4,Sears,5 years,24000,Verified,11-Sep,Fully Paid,small_business,Large Business Investment,CA,,0,5292.957532,4400,892.96,0
13250,13250, 36 months,7.90%,A,A4,,2 years,45000,Verified,11-Oct,Fully Paid,credit_card,Credit Card,CT,,0,14909.23715,13250,1659.24,0
25200,25200, 60 months,18.64%,E,E1,usmc ,10+ years,50400,Verified,11-Oct,Fully Paid,debt_consolidation,debt,CA,38,0,32194.01072,25200,6994.01,0
6000,6000, 36 months,12.69%,B,B5,Majestic Systems,3 years,80000,Source Verified,11-Sep,Fully Paid,major_purchase,Help family back home,NJ,,0,6109.234443,6000,109.23,0
2400,2400, 36 months,16.77%,D,D2,Army,3 years,32400,Source Verified,11-Sep,Fully Paid,other,repair car,WA,,0,3070.432562,2400,670.43,0
16000,16000, 36 months,6.03%,A,A1,chase bank,10+ years,56100,Source Verified,11-Oct,Fully Paid,debt_consolidation,discover,NJ,,0,17530.86166,16000,1530.86,0
4800,4800, 36 months,8.90%,A,A5,jcpenney Corporation,7 years,118000,Source Verified,11-Sep,Fully Paid,wedding,help loan,TX,27,0,5000.508319,4800,200.51,0
7000,7000, 36 months,6.62%,A,A2,City of Tamarac,10+ years,88800,Source Verified,11-Oct,Fully Paid,home_improvement,Home improvement/ Vacation,FL,,0,7409.634567,7000,409.63,0
16100,16100, 36 months,7.90%,A,A4,Appalachian Trail Conservancy,7 years,75000,Source Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation,WV,,0,18135.80028,16100,2035.8,0
30000,30000, 60 months,11.71%,B,B3,Progress Energy,< 1 year,92088,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation,FL,,0,36885.66364,30000,6885.66,0
10000,10000, 36 months,6.03%,A,A1,Aramark Uniform & Career Apparel,2 years,56000,Source Verified,11-Oct,Fully Paid,debt_consolidation,Loan - Debt Consolidation,NJ,,0,10956.77596,10000,956.78,0
6000,6000, 36 months,6.62%,A,A2,Florida Department of Transportation,8 years,55000,Not Verified,11-Oct,Fully Paid,debt_consolidation,Consolidate,FL,,0,6554.971241,6000,554.97,0
25475,25475, 60 months,21.28%,F,F2,,< 1 year,50000,Verified,11-Oct,Fully Paid,small_business,1st loan cc,CO,8,0,32309.80782,25475,6834.81,0
19450,19450, 36 months,9.91%,B,B1,Summerlin Hospital,6 years,82600,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation,NV,,0,20216.091,19450,766.09,0
9000,9000, 60 months,14.27%,C,C2,AP Green,7 years,43000,Verified,11-Oct,Fully Paid,car,Personal ,PA,1,0,10290.86027,9000,1290.86,0
27000,27000, 60 months,10.65%,B,B2,,n/a,86400,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation Helping Family,CA,,0,34951.60945,27000,7951.61,0
2400,2400, 36 months,10.65%,B,B2,Madison Square Garden,4 years,70000,Not Verified,11-Sep,Fully Paid,debt_consolidation,Reliable ,NY,,0,2814.299617,2400,414.3,0
30000,30000, 60 months,12.42%,B,B4,PORT OF SEATTLE,10+ years,132996,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation Loan,WA,,0,39568.37997,30000,9568.38,0
14000,14000, 36 months,6.62%,A,A2,The Sherwin-Williams Company,1 year,115200,Source Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolodation,FL,,0,15265.02114,14000,1265.02,0
10000,10000, 36 months,7.90%,A,A4,Wachter Network Services,10+ years,150000,Verified,11-Oct,Fully Paid,small_business,Small Business,KS,,0,10962.51371,10000,962.51,0
1950,1950, 36 months,12.42%,B,B4,rac mechanical,6 years,90000,Verified,11-Sep,Fully Paid,debt_consolidation,debt consolidation loan,NY,,0,2335.873812,1950,385.87,0
2900,2900, 36 months,9.91%,B,B1,Alpine Lanes,< 1 year,31200,Source Verified,11-Sep,Fully Paid,credit_card,Chase Chase Credit Away,WI,,0,3364.240921,2900,464.24,0
6000,6000, 36 months,9.91%,B,B1,Barnes & Noble,5 years,40058,Verified,11-Sep,Fully Paid,debt_consolidation,personal loan,LA,,0,6738.777459,6000,738.78,0
12800,12800, 60 months,14.65%,C,C3,Atlas Copco Specialty Rental,1 year,33600,Source Verified,11-Oct,Fully Paid,medical,Medical,TX,,0,17704.2,12800,4904.2,0
9000,9000, 36 months,9.91%,B,B1,Arcadia Publishing ,2 years,30000,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Pay-Off,SC,,0,9922.604381,9000,922.6,0
12000,12000, 60 months,10.65%,B,B2,Kindred Hospital,3 years,51600,Not Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation,NV,38,0,14673.95658,12000,2673.96,0
30000,30000, 60 months,19.42%,E,E3,Allina,2 years,140000,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation,MN,14,0,44272.53861,30000,14272.54,0
2450,2450, 36 months,7.90%,A,A4,stop and shop,< 1 year,24000,Source Verified,11-Sep,Fully Paid,credit_card,consolidation of bills,NJ,,0,2466.47,2450,16.47,0
8850,8850, 36 months,12.69%,B,B5,OHSU,< 1 year,30000,Verified,11-Sep,Fully Paid,debt_consolidation,Credit Card Debt Consolidation,OR,,0,10634.50526,8850,1784.51,0
15000,15000, 36 months,6.03%,A,A1,,10+ years,57000,Source Verified,11-Oct,Fully Paid,medical,medical bills,MI,,0,16432.88268,15000,1432.88,0
20000,20000, 60 months,16.77%,D,D2,American Student List - Euro RSCG,5 years,80000,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation,NY,31,0,29676.41358,20000,9676.41,0
18750,18750, 60 months,17.27%,D,D3,Ameriprise,3 years,250000,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation,CA,24,0,25583.23083,18750,6833.23,0
4800,4800, 36 months,15.96%,C,C5,Diocese of Long Island,8 years,50000,Source Verified,11-Sep,Fully Paid,car,Car Loan,NY,49,0,5940.017144,4800,1140.02,0
6075,6075, 36 months,6.03%,A,A1,Husqvarna Outdoor Product,5 years,66300,Not Verified,11-Sep,Fully Paid,major_purchase,Loan for Personal Expense,SC,,0,6656.237036,6075,581.24,0
27200,27200, 60 months,19.03%,E,E2,AT&T,10+ years,165000,Source Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation,MD,,0,42361.61988,27200,15161.62,0
9500,9500, 36 months,16.77%,D,D2,Oneida County Health Dept,2 years,46000,Verified,11-Sep,Fully Paid,credit_card,Consolidation Loan,WI,,0,11172.1639,9500,1672.16,0
4200,4200, 36 months,6.62%,A,A2,Alcatel-lucent,10+ years,108000,Source Verified,11-Sep,Fully Paid,other,Car repair loan,TX,,0,4642.374867,4200,442.37,0
6000,6000, 36 months,16.29%,D,D1,China Grill Management,2 years,26400,Not Verified,11-Sep,Fully Paid,small_business,Small Business,NY,,0,7624.803109,6000,1624.8,0
6300,6300, 36 months,7.51%,A,A3,Baptist Health,10+ years,54503,Source Verified,11-Sep,Fully Paid,debt_consolidation,Capital One & Citibank,FL,,0,7012.674425,6300,712.67,0
21300,21300, 60 months,18.25%,D,D5,US ARMY,10+ years,74292.48,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation,NC,,0,29912.43471,21300,8612.43,0
15000,15000, 36 months,9.91%,B,B1,Rexel,4 years,57000,Verified,11-Oct,Fully Paid,debt_consolidation,Debt Consolidation,CT,,0,17319.43338,15000,2319.43,0
5000,5000, 36 months,6.03%,A,A1,Invesco ,6 years,37500,Verified,11-Sep,Fully Paid,credit_card,Credit Card Loan,TX,,0,5478.387981,5000,478.39,0
3000,3000, 36 months,17.27%,D,D3,Sierra Nevada Corporation,4 years,57996,Not Verified,11-Sep,Fully Paid,other,Personal Loan,NV,,0,3864.933985,3000,864.93,0
5500,5500, 36 months,11.71%,B,B3,"Verizon Federal, Inc",7 years,72060,Not Verified,11-Sep,Fully Paid,debt_consolidation,4x4 Winter Vehicle,WV,,0,6058.71226,5500,558.71,0
20125,20125, 60 months,10.65%,B,B2,,7 years,70000,Verified,11-Oct,Fully Paid,other,First personal loan,VA,,0,26043.54477,20125,5918.54,0
5500,5500, 36 months,7.51%,A,A3,Abercrombie & Fitch,10+ years,60000,Source Verified,11-Sep,Fully Paid,car,Discovery,OH,,0,5648.063645,5500,148.06,0
4500,4500, 36 months,7.90%,A,A4,Deluxe Digital Services,2 years,55000,Source Verified,11-Oct,Fully Paid,small_business,Business Loan,CA,44,0,4962.063899,4500,462.06,0
30000,30000, 60 months,20.30%,E,E5,Four M Medical Mart,3 years,72996,Verified,11-Oct,Fully Paid,debt_consolidation,CC Consolidation,CA,,0,41839.74606,30000,11839.75,0
25000,25000, 36 months,9.91%,B,B1,,n/a,110000,Source Verified,11-Oct,Fully Paid,credit_card,CHASE & BNK OF AMERICA PAYOFF,HI,42,0,28770.09975,25000,3770.1,0
12000,12000, 60 months,15.27%,C,C4,Global Water,4 years,102000,Verified,11-Sep,Fully Paid,credit_card,Credit and Vehicle Refinance,AZ,,0,16889.75998,12000,4889.76,0
11625,11625, 60 months,9.91%,B,B1,assemly,10+ years,36000,Verified,11-Oct,Fully Paid,vacation,visa,CA,29,0,14788.81381,11625,3163.81,0
13200,13200, 36 months,12.42%,B,B4,SPS Inc,1 year,52000,Source Verified,11-Sep,Fully Paid,house,Home Down Payment,UT,,0,15865.37083,13200,2665.37,0
